id,day,pressure,humidity,cloud,sunshine,winddirection,windspeed,rainfall,Temp_unificada
1041,312,1020.3,75.0,88.0,1.6,50.0,25.0,1,-1.9088899087771232
1042,313,1022.3,88.0,88.0,3.0,70.0,16.7,1,-1.8578452538733174
1043,314,1018.8,90.0,81.0,0.0,40.0,15.8,1,-1.1521626658486386
1044,315,1020.6,77.0,83.0,0.4,80.0,16.7,1,-1.54334392723084
1045,316,1020.8,75.0,51.0,8.8,40.0,14.5,0,-2.098847495190084
1046,317,1018.6,92.0,84.0,0.1,20.0,35.8,1,-1.7695223315577913
1047,318,1019.8,70.0,49.0,7.5,20.0,23.5,0,-1.7261793693161058
1048,319,1020.9,89.0,88.0,0.0,20.0,25.0,1,-1.9888457379143265
1049,320,1016.4,76.0,78.0,1.4,10.0,23.4,1,-2.5703086958535675
1050,321,1020.8,78.0,86.0,2.2,70.0,39.7,0,-2.5427950946446405
1051,322,1016.8,70.0,83.0,0.0,50.0,33.2,1,-1.55995578810916
1052,323,1019.4,87.0,86.0,0.5,70.0,25.9,1,-2.105146155006235
1053,324,1018.9,92.0,84.0,1.3,30.0,19.8,1,-0.5284860287402512
1054,325,1022.2,90.0,95.0,0.6,60.0,28.4,1,-1.6661730520134252
1055,326,1020.6,72.0,49.0,7.9,20.0,38.0,0,-2.456827078150423
1056,327,1022.2,78.0,90.0,0.0,60.0,36.0,1,-2.0588180870530546
1057,328,1018.0,81.0,84.0,1.6,40.0,13.0,1,-1.198458415851379
1058,329,1022.2,78.0,89.0,0.0,20.0,19.0,1,-2.6562422362839206
1059,330,1017.5,95.0,91.0,0.0,30.0,48.0,1,-2.086355923972032
1060,331,1025.6,76.0,90.0,1.1,20.0,28.0,1,-4.593298423758807
1061,332,1024.2,79.0,83.0,1.5,20.0,27.4,1,-2.823997259594371
1062,333,1016.5,87.0,94.0,0.0,20.0,21.5,1,-2.607245403730285
1063,334,1018.9,90.0,88.0,0.0,40.0,37.5,1,-3.168996127540381
1064,335,1022.8,70.0,46.0,8.3,20.0,19.0,0,-3.61093211856106
1065,336,1024.9,54.0,58.0,8.5,50.0,19.3,0,-3.5966809242932856
1066,337,1020.6,92.0,86.0,0.6,30.0,31.2,1,-3.0718018403104845
1067,338,1016.8,95.0,95.0,0.0,60.0,38.0,1,-1.834664715157108
1068,339,1019.9,90.0,90.0,0.0,40.0,39.7,1,-2.4953720906069057
1069,340,1022.7,75.0,45.0,8.4,20.0,9.8,0,-3.530825262139013
1070,341,1017.0,90.0,93.0,0.3,20.0,16.3,1,-1.9324062547932255
1071,342,1023.8,62.0,94.0,0.0,20.0,29.0,1,-3.7508610836298484
1072,343,1022.8,77.0,88.0,0.0,70.0,27.3,1,-3.469730925375279
1073,344,1017.2,86.0,80.0,6.4,40.0,14.5,1,-1.6131913627342023
1074,345,1020.8,75.0,88.0,0.6,70.0,26.9,1,-2.599238041583051
1075,346,1017.7,84.0,88.0,0.0,80.0,19.2,1,-0.5914898612327815
1076,347,1020.3,72.0,77.0,1.4,70.0,28.4,1,-1.3435417587998884
1077,348,1017.9,85.0,91.0,0.3,40.0,13.0,1,-1.5610256470852448
1078,349,1022.7,92.0,88.0,0.0,60.0,37.5,1,-3.161620854233878
1079,350,1020.8,67.0,46.0,7.2,30.0,28.3,0,-1.9463500536110063
1080,351,1018.4,90.0,89.0,1.9,50.0,16.3,1,-0.9100310013723357
1081,352,1023.8,72.0,69.0,2.4,20.0,14.8,1,-1.2872694564332923
1082,353,1019.1,82.0,82.0,2.7,80.0,27.4,1,-1.7823302328757644
1083,354,1018.0,95.0,88.0,0.0,20.0,35.8,1,-1.7478745088441139
1084,355,1020.6,74.0,82.0,6.3,70.0,38.3,1,-0.5979098197688718
1085,356,1017.5,89.0,88.0,0.0,20.0,35.3,1,-2.059095322666032
1086,357,1019.7,79.0,89.0,2.9,20.0,15.1,1,-1.5245179254400063
1087,358,1016.8,85.0,83.0,0.6,70.0,27.3,1,-1.5008967143476206
1088,359,1025.9,79.0,89.0,0.5,20.0,23.4,1,-2.588726775367208
1089,360,1019.5,93.0,97.0,0.0,50.0,21.4,1,-2.4684187336527836
1090,361,1014.6,95.0,88.0,0.0,40.0,18.0,1,-1.057564315919359
1091,362,1013.4,95.0,88.0,0.0,70.0,34.3,1,-1.1640028429178442
1092,363,1014.6,95.0,91.0,0.0,50.0,30.3,1,-1.8660050780851611
1093,364,1017.5,86.0,90.0,1.1,50.0,39.7,1,-2.2696285758446586
1094,365,1017.0,91.0,88.0,0.0,40.0,46.3,1,-1.1662706238868445
1095,1,1017.8,90.0,100.0,0.0,40.0,24.2,1,-2.877305368229212
1096,2,1016.7,90.0,100.0,0.0,40.0,23.3,1,-2.6716341085838167
1097,3,1016.4,79.0,91.0,0.0,60.0,55.5,1,-3.2475339029454875
1098,4,1014.3,78.0,77.0,3.5,20.0,41.3,0,-4.321505401925489
1099,5,1022.1,74.0,81.0,2.1,50.0,28.2,1,-3.9117621124775375
1100,6,1020.6,59.0,25.0,2.4,20.0,33.5,0,-4.175792430445903
1101,7,1022.2,84.0,88.0,0.0,20.0,30.0,1,-4.875915631565609
1102,8,1020.3,81.0,100.0,0.0,20.0,32.4,1,-2.983736967593078
1103,9,1017.7,95.0,100.0,0.0,60.0,39.3,1,-2.635599937613186
1104,10,1022.3,78.0,94.0,0.0,60.0,37.0,1,-3.508230055797196
1105,11,1021.1,61.0,95.0,0.0,40.0,24.9,1,-4.047598335086808
1106,12,1024.9,70.0,38.0,9.1,20.0,50.6,0,-2.8138168702764865
1107,13,1024.7,79.0,91.0,0.0,10.0,52.8,1,-3.9134986544229795
1108,14,1020.5,79.0,88.0,0.0,20.0,28.6,1,-2.7721107865736987
1109,15,1027.2,75.0,51.0,7.4,50.0,15.2,0,-2.7122187002693408
1110,16,1023.8,72.0,20.0,10.1,70.0,14.8,0,-4.274823646361442
1111,17,1025.9,73.0,67.0,2.5,50.0,30.3,0,-6.169877209212448
1112,18,1023.7,72.0,7.0,9.1,20.0,9.2,0,-5.243765737425129
1113,19,1020.6,78.0,11.0,9.8,60.0,34.0,0,-3.3891806671045206
1114,20,1021.3,64.0,73.0,5.2,60.0,20.2,0,-2.586537745825013
1115,21,1017.6,93.0,95.0,0.0,20.0,35.8,1,-2.9978563205908673
1116,22,1027.9,77.0,93.0,0.6,20.0,15.1,0,-2.160829510083012
1117,23,1013.4,92.0,100.0,0.0,50.0,20.0,1,-3.303542684881348
1118,24,1023.6,39.0,49.0,10.2,60.0,38.3,0,-1.8798975130246416
1119,25,1020.9,72.0,40.0,10.1,10.0,19.8,0,-1.624354174197008
1120,26,1013.9,91.0,82.0,0.0,80.0,27.4,1,-0.5142544517594476
1121,27,1015.6,79.0,45.0,7.8,40.0,9.2,0,-1.2953913407639626
1122,28,1024.6,76.0,89.0,0.0,200.0,33.2,0,-3.6258764018612784
1123,29,1017.6,91.0,89.0,0.2,50.0,37.5,1,-0.664730033539716
1124,30,1015.4,77.0,55.0,7.6,10.0,17.2,0,-0.7220205496016069
1125,31,1017.1,91.0,94.0,0.0,70.0,28.4,1,-1.3163214065866022
1126,32,1017.6,89.0,88.0,0.2,80.0,14.5,1,-0.8555638921111705
1127,33,1013.1,95.0,95.0,0.0,30.0,22.6,1,-0.9691679741511428
1128,34,1019.5,79.0,47.0,6.8,70.0,9.1,1,-1.5288407365677923
1129,35,1019.9,90.0,89.0,2.0,40.0,28.9,1,-0.9526028256946885
1130,36,1017.0,76.0,69.0,7.6,40.0,11.3,0,-1.7615103509874777
1131,37,1017.5,80.0,88.0,0.0,50.0,39.5,1,-1.4957271975170108
1132,265,1020.6,75.0,86.0,0.0,40.0,24.9,1,-2.399012099601478
1133,39,1014.9,87.0,88.0,0.0,60.0,15.1,1,-0.5843884998089445
1134,40,1014.0,80.0,87.0,0.1,70.0,14.5,1,-0.8560072939598803
1135,41,1020.3,75.0,49.0,10.0,20.0,24.8,0,-3.4393229362003552
1136,42,1024.2,77.0,75.0,5.7,60.0,21.6,0,-2.7069979596474285
1137,43,1021.4,78.0,88.0,0.9,30.0,29.8,1,-2.485466498614579
1138,44,1015.2,75.0,88.0,2.5,40.0,20.2,1,-2.4942198775282023
1139,45,1024.5,72.0,65.0,5.9,20.0,28.0,0,-2.603675094720278
1140,46,1018.9,90.0,90.0,1.0,40.0,22.5,1,-1.5525117137730469
1141,47,1019.0,92.0,88.0,0.2,40.0,15.0,1,-1.4238169505822107
1142,48,1013.3,87.0,90.0,0.2,20.0,25.1,1,-2.6923406008722006
1143,49,1017.7,90.0,88.0,0.0,70.0,35.3,1,-2.114674687098301
1144,50,1022.2,74.0,83.0,1.2,20.0,8.3,1,-4.254797563235774
1145,51,1013.9,95.0,96.0,1.1,70.0,33.5,1,-2.54237246468867
1146,52,1016.7,96.0,100.0,0.2,50.0,16.1,1,-2.3684115601499713
1147,53,1022.6,93.0,93.0,0.2,20.0,17.3,1,-3.1492139475584784
1148,54,1024.3,79.0,88.0,0.2,40.0,14.6,1,-4.059992692196854
1149,55,1022.3,92.0,96.0,0.0,40.0,19.0,1,-2.436814828271758
1150,56,1023.9,97.0,95.0,0.9,70.0,24.5,1,-3.946707109381345
1151,57,1012.2,95.0,93.0,0.0,70.0,39.5,1,-1.6392847520976082
1152,58,1012.4,92.0,87.0,0.3,50.0,22.4,1,-2.027903817898281
1153,59,1018.7,81.0,88.0,0.0,50.0,37.7,1,-1.4096668655118634
1154,60,1016.9,92.0,85.0,0.2,50.0,12.6,1,-0.8332401483534818
1155,61,1017.8,97.0,95.0,0.0,40.0,30.3,1,-3.2228917486852744
1156,62,1013.4,97.0,95.0,0.0,50.0,20.3,1,-2.1215459896364934
1157,63,1015.5,96.0,92.0,0.2,40.0,14.1,1,-1.8553175453667698
1158,64,1016.8,95.0,95.0,0.0,50.0,20.0,1,-2.3482914147547516
1159,65,1016.0,70.0,49.0,11.0,20.0,37.5,0,-1.648374640851042
1160,66,1023.2,59.0,88.0,0.1,40.0,16.0,1,-3.3415907624862773
1161,67,1018.9,79.0,88.0,0.0,70.0,33.4,1,-1.364494474454696
1162,68,1020.9,73.0,19.0,2.4,20.0,14.8,0,-2.0500671574379683
1163,69,1017.8,92.0,83.0,0.3,50.0,16.1,1,-1.2441200797807026
1164,70,1016.0,75.0,20.0,9.8,60.0,9.0,0,-1.484637666648393
1165,71,1016.8,95.0,95.0,0.0,50.0,25.1,1,-2.024764232095751
1166,72,1018.4,95.0,96.0,0.3,20.0,9.1,1,-2.4683072330034266
1167,73,1017.1,85.0,89.0,0.5,30.0,18.0,1,-0.2624200067149556
1168,74,1015.3,85.0,80.0,0.0,40.0,7.9,1,-0.5234107032550724
1169,75,1017.1,83.0,84.0,0.6,80.0,37.9,0,-1.2954051850220833
1170,76,1013.3,91.0,88.0,1.4,50.0,33.2,1,-0.10309628121159518
1171,77,1014.4,91.0,91.0,2.1,40.0,16.0,1,0.1042724258922985
1172,78,1021.2,77.0,62.0,10.0,60.0,39.5,1,-0.7754557189741185
1173,79,1013.8,93.0,100.0,0.2,100.0,41.4,1,0.3021662532002243
1174,80,1011.7,85.0,79.0,5.0,70.0,22.0,1,-0.8852914721233776
1175,81,1011.4,76.0,79.0,2.2,30.0,35.6,0,-3.403167175324671
1176,82,1019.8,92.0,88.0,0.8,120.0,21.9,1,0.6070533686892103
1177,83,1006.9,92.0,90.0,0.2,20.0,20.5,1,-1.0928735221903365
1178,84,1008.4,75.0,83.0,9.2,50.0,27.6,1,-1.6089110988995505
1179,85,1009.9,90.0,83.0,3.7,100.0,25.0,1,0.21625925769146087
1180,86,1014.2,97.0,93.0,0.0,50.0,8.6,1,-0.03426114628767903
1181,87,1012.1,89.0,84.0,2.1,80.0,14.2,1,0.7706437939430973
1182,88,1011.7,89.0,81.0,0.3,180.0,30.6,1,0.21154121393883274
1183,89,1013.0,91.0,88.0,1.1,60.0,27.9,1,0.5212297430303313
1184,90,1008.5,93.0,88.0,0.3,40.0,14.3,1,0.6331249716411035
1185,91,1010.7,91.0,88.0,0.0,50.0,27.3,1,-0.3476562709618976
1186,92,1017.0,87.0,89.0,0.2,80.0,17.3,0,0.5092682562300677
1187,93,1013.3,89.0,88.0,1.5,80.0,28.0,1,-0.20600576281155852
1188,94,1014.4,90.0,83.0,1.3,70.0,17.5,1,0.017892451068036976
1189,95,1011.5,90.0,88.0,1.8,40.0,22.6,1,0.7264668266620575
1190,96,1007.8,89.0,84.0,2.5,40.0,15.4,1,0.919278832122297
1191,97,1006.4,87.0,81.0,1.1,70.0,28.8,1,0.6591837448536477
1192,98,1015.0,97.0,88.0,1.0,50.0,30.0,1,0.9197277158147429
1193,99,1005.6,82.0,80.0,2.5,220.0,13.8,1,0.46326460061719843
1194,100,1012.7,87.0,82.0,2.5,100.0,16.5,1,1.1403327272214288
1195,101,1016.0,90.0,83.0,0.1,200.0,20.9,1,0.5903532173416938
1196,102,1012.5,93.0,88.0,0.1,30.0,13.4,0,0.5939108256882315
1197,103,1014.5,87.0,89.0,2.1,30.0,35.3,1,0.6599443402229349
1198,104,1012.6,89.0,83.0,1.0,60.0,15.0,1,0.7411817633991705
1199,105,1017.1,84.0,85.0,1.8,80.0,27.4,1,0.9229783709945177
1200,106,1012.3,84.0,83.0,2.6,230.0,12.0,1,1.2885509084735085
1201,107,1008.8,93.0,86.0,0.0,190.0,14.5,1,1.0768844783614167
1202,108,1009.9,84.0,85.0,3.1,190.0,16.0,1,1.5439312757198411
1203,109,1009.4,89.0,88.0,2.2,170.0,20.0,1,1.4448622600101266
1204,110,1012.6,89.0,88.0,0.4,200.0,22.0,1,0.8298060059396078
1205,111,1009.5,84.0,75.0,7.2,70.0,25.1,1,0.9041846871541227
1206,112,1010.4,80.0,78.0,5.4,40.0,12.6,1,0.7823404546087386
1207,113,1010.3,90.0,81.0,2.3,70.0,23.3,1,0.9895455848624353
1208,114,1013.0,91.0,90.0,1.3,80.0,24.9,0,0.6234566671367789
1209,115,1012.3,84.0,81.0,2.3,100.0,14.3,1,1.5624832145298935
1210,80,1011.5,87.0,81.0,2.5,20.0,12.7,1,1.1259546012918629
1211,117,1011.6,85.0,83.0,3.7,60.0,14.3,1,1.0989918563934653
1212,118,1013.0,76.0,74.0,6.0,60.0,9.2,1,0.7713859266311834
1213,119,1013.0,79.0,70.0,6.0,70.0,31.9,1,0.060790716768244275
1214,120,1008.3,94.0,88.0,1.0,190.0,16.9,1,1.1428722619596714
1215,121,1005.9,81.0,82.0,0.4,220.0,15.2,1,1.4345845275083564
1216,122,1008.4,81.0,88.0,0.4,210.0,13.0,1,1.4543084367710806
1217,123,1008.5,81.0,78.0,4.5,30.0,16.5,1,1.6662049257688172
1218,124,1013.0,81.0,61.0,7.2,50.0,7.4,1,0.897343253267833
1219,125,1013.0,92.0,78.0,1.0,70.0,15.8,1,0.9217230306919617
1220,126,1010.6,90.0,86.0,1.2,190.0,15.1,1,1.1447172728857034
1221,127,1009.3,87.0,88.0,0.9,220.0,11.9,1,1.535245834415172
1222,128,1008.4,85.0,83.0,3.7,210.0,16.0,1,1.198732034637113
1223,129,1008.1,81.0,87.0,8.3,230.0,15.7,1,1.5549202687501418
1224,130,1008.8,87.0,83.0,2.2,180.0,26.9,1,1.4153879600748431
1225,131,1008.5,85.0,88.0,1.5,230.0,27.0,1,1.9313958302413896
1226,132,1008.1,84.0,78.0,2.9,220.0,25.1,1,1.9807511199270866
1227,133,1009.8,79.0,86.0,3.3,220.0,27.6,1,2.2575126058130466
1228,134,1008.5,86.0,88.0,1.2,220.0,13.2,1,1.8319624540663888
1229,135,1006.8,90.0,82.0,3.1,80.0,22.9,1,2.384640317024486
1230,136,1006.6,87.0,80.0,4.2,230.0,20.5,1,1.8416812590283584
1231,137,1010.5,79.0,69.0,3.1,50.0,18.8,0,2.183559878284814
1232,138,1007.9,85.0,85.0,4.4,180.0,14.6,1,1.9203013897645773
1233,139,1008.2,86.0,72.0,7.6,20.0,9.2,1,2.023941609093044
1234,140,1008.6,76.0,77.0,10.4,220.0,38.0,0,1.88652721971879
1235,141,1008.9,98.0,93.0,0.6,170.0,25.1,1,1.7415882565945005
1236,142,1008.1,82.0,88.0,0.2,220.0,38.3,1,2.1486424298102493
1237,143,1006.5,69.0,70.0,6.9,220.0,23.9,1,2.145799696907668
1238,144,1008.5,65.0,49.0,11.8,220.0,9.1,0,1.6580966055222714
1239,145,1006.8,75.0,69.0,10.1,230.0,12.6,0,2.166023843958515
1240,146,1008.2,78.0,32.0,11.8,200.0,9.1,0,2.374378737992376
1241,147,1008.5,58.0,48.0,8.4,70.0,23.7,1,1.1334947461413303
1242,148,1008.2,81.0,30.0,11.5,230.0,39.3,0,2.2922696500696085
1243,149,1009.9,79.0,32.0,1.5,220.0,30.4,0,2.1761352701375536
1244,150,1008.5,80.0,79.0,5.7,200.0,39.9,1,2.3014295054695415
1245,151,1009.8,79.0,21.0,8.5,220.0,50.6,0,2.3147940361268935
1246,152,1010.0,84.0,57.0,5.9,130.0,24.4,1,2.4895338586290823
1247,153,1007.7,74.0,46.0,10.3,190.0,19.0,0,2.1922179112472358
1248,154,1006.1,78.0,66.0,6.5,80.0,9.9,1,2.366681652742217
1249,155,1008.2,81.0,79.0,6.8,290.0,43.8,1,2.441512961640483
1250,156,1008.1,74.0,22.0,11.8,240.0,12.5,0,2.4291116879069357
1251,236,1005.0,74.0,49.0,10.8,230.0,28.6,1,2.445078932401407
1252,158,1008.9,82.0,72.0,7.7,60.0,40.8,0,2.373666322858076
1253,159,1005.3,87.0,85.0,1.5,220.0,4.5,1,1.9498116005434911
1254,160,1009.5,75.0,61.0,7.2,110.0,9.2,1,2.2787414024750623
1255,161,1009.3,84.0,86.0,1.6,190.0,21.6,1,2.017505637174291
1256,162,1007.8,79.0,72.0,8.8,200.0,16.2,1,2.250527935697188
1257,163,1006.6,81.0,75.0,2.1,220.0,19.8,1,2.067120994484533
1258,164,1008.5,75.0,32.0,9.5,220.0,12.6,0,2.5213336367885084
1259,165,1005.5,74.0,29.0,10.0,190.0,22.6,0,2.1150021190608728
1260,166,1010.3,84.0,85.0,2.1,100.0,13.0,1,2.0882225682996425
1261,167,1007.7,81.0,88.0,3.8,180.0,11.3,1,1.788629743189635
1262,168,1008.8,82.0,88.0,7.0,220.0,13.6,1,1.8202724408613706
1263,169,1001.0,75.0,78.0,8.3,230.0,14.3,0,2.17939861496968
1264,170,1000.1,75.0,48.0,7.0,70.0,28.5,1,2.2877476412046156
1265,171,999.0,76.0,38.0,10.0,280.0,30.0,0,2.5446940569226912
1266,172,1005.4,88.0,88.0,1.9,240.0,29.0,1,1.720634386333923
1267,173,1003.8,85.0,87.0,0.1,220.0,29.6,1,1.746457316620855
1268,174,1005.9,93.0,88.0,0.1,130.0,27.0,1,1.869430832238778
1269,175,1008.1,75.0,78.0,9.0,280.0,18.0,0,2.4884136723157053
1270,176,1000.7,84.0,84.0,5.7,220.0,11.7,1,1.5963574902654551
1271,177,1009.7,79.0,76.0,7.1,210.0,18.8,1,2.1526261319300675
1272,178,1008.8,81.0,84.0,1.8,200.0,12.8,1,1.8447852141612546
1273,179,1008.6,86.0,88.0,0.4,250.0,21.9,1,1.7173652684729477
1274,180,1007.6,86.0,82.0,1.2,180.0,14.6,1,1.9304360371348956
1275,181,1008.1,80.0,69.0,6.0,230.0,12.8,1,2.0555615168456147
1276,182,1010.5,85.0,83.0,6.5,250.0,21.9,0,1.8995170094700446
1277,183,1008.5,89.0,81.0,6.4,190.0,23.9,1,1.5232452641390837
1278,184,1005.2,75.0,71.0,7.6,230.0,13.3,1,2.1385080736250464
1279,185,1009.1,76.0,30.0,9.4,220.0,11.9,0,2.2918527931424886
1280,186,1007.8,78.0,58.0,10.3,220.0,15.1,0,2.1628497820921213
1281,187,1005.9,72.0,28.0,11.8,130.0,14.6,0,2.1737232384202136
1282,188,1008.3,81.0,77.0,7.8,220.0,22.5,1,2.2908733827490244
1283,189,1009.5,79.0,43.0,9.5,220.0,11.2,0,2.2555242185704474
1284,4,1007.9,78.0,67.0,5.7,220.0,12.5,1,2.1738595470151627
1285,191,1005.7,83.0,83.0,4.7,60.0,14.8,1,2.0117923207436514
1286,192,1008.0,78.0,69.0,10.8,220.0,12.0,0,2.2526697995231686
1287,193,1005.9,84.0,81.0,3.0,240.0,12.9,1,2.335037800464711
1288,194,1006.1,79.0,57.0,6.1,210.0,20.2,0,2.0951831538035672
1289,195,1007.9,79.0,78.0,8.2,270.0,25.1,1,2.245262348353224
1290,16,1008.4,79.0,40.0,11.2,220.0,12.4,0,1.8108826666627913
1291,197,1008.4,72.0,41.0,10.4,20.0,4.4,0,2.413739292807012
1292,198,1008.1,75.0,46.0,10.2,240.0,4.5,0,2.277466584972534
1293,199,1003.4,74.0,47.0,10.0,60.0,14.8,0,2.195092962100258
1294,200,1009.6,80.0,63.0,6.8,190.0,7.9,1,2.0487535445044163
1295,201,1011.4,77.0,47.0,6.3,220.0,25.2,1,2.444531248723074
1296,202,1008.4,72.0,54.0,10.1,200.0,9.5,0,2.225310829503393
1297,203,1011.4,81.0,88.0,2.2,100.0,22.5,1,1.7508682671197213
1298,204,1008.0,85.0,88.0,1.9,40.0,13.0,1,1.7012690632791405
1299,205,1009.9,84.0,78.0,4.1,290.0,8.1,1,1.7168315691397333
1300,206,1000.0,79.0,84.0,2.9,220.0,23.9,1,1.7021463499564056
1301,207,1005.7,87.0,79.0,5.9,230.0,12.8,1,1.3088015894348275
1302,208,1008.3,84.0,85.0,2.4,210.0,13.1,1,1.3961748189106744
1303,209,1007.4,89.0,87.0,0.6,230.0,11.0,1,2.258230934063195
1304,210,1008.1,72.0,29.0,5.9,10.0,9.2,0,2.181000002925943
1305,211,1009.3,78.0,78.0,8.6,230.0,25.2,1,2.0917801766461808
1306,212,1011.3,77.0,54.0,9.9,100.0,20.0,1,1.7717122226088247
1307,213,1008.2,81.0,82.0,2.8,220.0,25.5,1,1.6659174498020266
1308,214,1008.5,75.0,30.0,9.1,130.0,9.2,0,2.4854105351951223
1309,215,1000.0,89.0,80.0,6.1,210.0,25.1,1,1.9605357674391688
1310,216,1008.1,82.0,85.0,0.4,230.0,25.9,1,1.9157496633457982
1311,217,1008.3,72.0,69.0,7.1,70.0,25.9,1,1.2405024630556658
1312,5,1005.7,76.0,49.0,7.2,240.0,15.1,1,1.7799590205748608
1313,219,1008.1,84.0,78.0,4.6,220.0,15.7,1,1.8197261919628036
1314,220,1001.4,78.0,67.0,5.4,220.0,11.7,1,2.0587080302827645
1315,221,1006.8,86.0,87.0,0.4,230.0,22.3,1,1.4024310605095696
1316,222,1005.7,81.0,78.0,6.0,220.0,20.5,1,2.231857859788273
1317,223,1008.5,89.0,80.0,4.0,70.0,10.3,1,1.5440665697960183
1318,6,1002.5,84.0,73.0,8.4,20.0,9.5,1,1.8110178206519703
1319,225,1008.9,85.0,82.0,2.1,120.0,7.9,1,1.195225930255873
1320,226,1011.5,80.0,88.0,1.2,60.0,6.6,1,0.9600412871993697
1321,227,1010.2,82.0,49.0,6.1,250.0,12.0,1,1.5696227960088998
1322,228,1005.5,93.0,88.0,0.0,230.0,19.8,1,1.1535551762549818
1323,229,1009.2,81.0,84.0,1.4,190.0,21.5,1,1.0958499613793955
1324,230,1009.7,81.0,84.0,2.5,220.0,14.5,1,2.09947148886749
1325,231,1012.4,86.0,78.0,2.3,220.0,25.0,1,1.8862797016595982
1326,232,1010.9,88.0,83.0,2.3,130.0,28.0,1,1.217287577351473
1327,233,1008.5,79.0,84.0,2.5,50.0,11.3,1,1.450583658681156
1328,234,1008.6,77.0,70.0,6.4,180.0,15.3,0,1.4976423022536047
1329,235,1010.5,84.0,57.0,3.9,180.0,13.6,1,1.6592316506125415
1330,236,1011.1,75.0,39.0,9.1,130.0,30.5,0,2.290300880113981
1331,237,1006.2,77.0,59.0,3.5,220.0,12.3,0,1.7203961051208907
1332,238,1007.9,87.0,83.0,3.0,80.0,37.5,1,1.6744861997987168
1333,239,1009.4,83.0,83.0,3.4,80.0,34.0,1,1.523729929599279
1334,240,1013.2,81.0,82.0,3.2,220.0,22.9,1,1.794039570270821
1335,241,1015.0,76.0,49.0,8.8,90.0,21.3,0,1.0980480876807517
1336,242,1015.0,74.0,67.0,8.0,40.0,38.0,1,1.7537352357323532
1337,243,1008.9,83.0,85.0,2.2,240.0,39.7,1,1.7491615828150637
1338,244,1007.6,76.0,83.0,2.0,220.0,34.0,1,1.3840428496478308
1339,245,1010.2,79.0,88.0,1.6,70.0,22.0,1,1.564908227084699
1340,246,1012.8,75.0,43.0,7.2,90.0,25.1,0,1.4195352390448572
1341,247,1008.1,75.0,78.0,2.0,200.0,36.0,1,1.6954354516362147
1342,248,1005.8,79.0,73.0,7.9,220.0,29.6,0,1.828538996201376
1343,249,1006.4,87.0,81.0,3.5,220.0,34.8,1,1.746156136482941
1344,250,1010.5,83.0,81.0,2.1,140.0,25.1,1,1.6349997168299433
1345,251,1011.4,75.0,54.0,6.0,20.0,9.1,0,1.6360316346963595
1346,151,1008.4,74.0,27.0,10.6,220.0,12.4,0,1.934447147596959
1347,253,1010.0,77.0,60.0,10.2,20.0,20.9,0,1.5369649392093032
1348,254,1013.3,84.0,77.0,1.8,80.0,34.8,1,1.3680552535216122
1349,255,1009.5,87.0,81.0,4.7,200.0,12.6,1,1.8511949323435324
1350,256,1014.2,84.0,60.0,11.1,140.0,12.9,0,1.5443609733974284
1351,257,1013.7,81.0,84.0,1.0,210.0,50.6,1,1.685032945586077
1352,81,1011.9,81.0,89.0,1.1,100.0,24.0,1,1.7199609145884498
1353,259,1011.2,80.0,51.0,6.1,220.0,7.9,1,1.008101127576795
1354,260,1008.1,79.0,84.0,2.0,10.0,50.6,1,1.0096129426107066
1355,261,1012.2,79.0,47.0,8.4,240.0,7.9,0,0.9413644347539513
1356,262,1010.0,82.0,88.0,4.5,40.0,13.7,1,0.9992632242075165
1357,263,1005.5,92.0,91.0,2.3,230.0,23.3,1,0.8391855397843747
1358,264,1017.0,74.0,72.0,11.1,60.0,18.4,0,1.4880644353207821
1359,265,1016.4,79.0,47.0,9.1,40.0,43.1,0,1.5757493764734698
1360,266,1013.1,91.0,88.0,0.0,70.0,46.3,1,-0.33271098415402556
1361,267,1018.1,61.0,61.0,6.5,200.0,39.3,1,1.1115535343450142
1362,268,1018.0,78.0,61.0,3.9,70.0,34.0,0,1.1908278205074734
1363,269,1017.7,79.0,74.0,3.2,70.0,48.0,1,0.5651811187506897
1364,270,1017.0,78.0,88.0,0.0,70.0,50.6,1,-0.7623869086331809
1365,271,1017.0,84.0,78.0,4.2,100.0,11.7,1,1.477687319586464
1366,272,1017.0,65.0,51.0,8.6,80.0,39.3,0,0.9808656364126201
1367,264,1011.2,77.0,56.0,6.0,80.0,37.7,1,0.49473434450558
1368,274,1016.8,74.0,49.0,6.4,10.0,21.9,0,0.14805085884042068
1369,275,1008.8,62.0,88.0,8.2,230.0,39.5,1,0.7991526678300355
1370,276,1017.1,75.0,68.0,10.1,70.0,33.4,1,0.1683951610165558
1371,277,1016.7,67.0,17.0,10.2,70.0,15.7,0,0.2763160754517861
1372,278,1011.6,76.0,47.0,9.4,90.0,19.0,1,0.6661858631319354
1373,74,1011.4,70.0,32.0,10.6,10.0,9.9,0,0.4064208101343301
1374,280,1010.8,79.0,88.0,0.6,50.0,18.6,1,-1.1334835041916809
1375,281,1011.4,76.0,85.0,2.5,70.0,32.4,1,-0.07624936420052007
1376,282,1013.4,76.0,86.0,2.2,60.0,19.2,1,-1.001652608004506
1377,283,1012.2,79.0,81.0,2.3,70.0,21.3,1,0.6914073075748138
1378,284,1019.3,73.0,49.0,9.3,10.0,21.9,0,-0.17232417743957837
1379,285,1012.2,82.0,80.0,3.2,70.0,21.3,1,1.0762100031082895
